SampleID,SPECIES,ResistanceMechanism,original_path,measured_path,n_antibiotics,n_resistant,n_susceptible,n_intermediate,antibiotic_context
6.36.1,Klebsiella pneumoniae,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.36.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.36.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.37.1,Proteus mirabilis,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.37.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.37.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.38.1,Proteus mirabilis,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.38.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.38.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.39.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.39.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.39.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.4.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.4.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.4.1. measured.jpg,16,8,8,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 12.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 25.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 32.0, 'Interpretation': 'S'}, {'Abbreviation': 'FF', 'Antibiotic': 'Fosfomycin', 'ZoneDiameter_mm': 27.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'R'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}]"
6.40.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.40.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.40.1. measured.jpg,15,9,6,0,"[{'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 20.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 18.0, 'Interpretation': 'R'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 22.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'S'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 28.0, 'Interpretation': 'S'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 9.0, 'Interpretation': 'R'}, {'Abbreviation': 'F100', 'Antibiotic': 'Nitrofurantoin (100ug)', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 30.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 11.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 34.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}]"
6.41.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.41.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.41.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.42.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.42.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.42.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.43.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.43.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.43.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.44.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.44.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.44.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
6.45.1,Escherichia coli,ESBL,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_original/6.45.1. original.jpg,/kaggle/input/datasets/abedhossain/dryad-image-dataset-of-amr/images_measured/6.45.1. measured.jpg,16,7,8,1,"[{'Abbreviation': 'MEM', 'Antibiotic': 'Meropenem', 'ZoneDiameter_mm': 33.0, 'Interpretation': 'S'}, {'Abbreviation': 'PEF', 'Antibiotic': 'Pefloxacin', 'ZoneDiameter_mm': 17.0, 'Interpretation': 'R'}, {'Abbreviation': 'CPD', 'Antibiotic': 'Cefpodoxim', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'CIP', 'Antibiotic': 'Ciprofloxacin', 'ZoneDiameter_mm': 24.0, 'Interpretation': 'I'}, {'Abbreviation': 'CN', 'Antibiotic': 'Gentamicin (10ug)', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TPZ', 'Antibiotic': 'Piperacillin/Tazobactam', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'AM10', 'Antibiotic': 'Ampicillin (10ug)', 'ZoneDiameter_mm': 6.0, 'Interpretation': 'R'}, {'Abbreviation': 'FOX', 'Antibiotic': 'Cefoxitin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'CRO', 'Antibiotic': 'Ceftriaxon', 'ZoneDiameter_mm': 10.0, 'Interpretation': 'R'}, {'Abbreviation': 'SXT', 'Antibiotic': 'Sufamethoxazol-Trimethoprim', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'CAZ', 'Antibiotic': 'Ceftazidim', 'ZoneDiameter_mm': 14.0, 'Interpretation': 'R'}, {'Abbreviation': 'AK', 'Antibiotic': 'Amikacin', 'ZoneDiameter_mm': 23.0, 'Interpretation': 'S'}, {'Abbreviation': 'TOB', 'Antibiotic': 'Tobramycin', 'ZoneDiameter_mm': 21.0, 'Interpretation': 'S'}, {'Abbreviation': 'ETP', 'Antibiotic': 'Ertapenem', 'ZoneDiameter_mm': 31.0, 'Interpretation': 'S'}, {'Abbreviation': 'AMC', 'Antibiotic': 'Amoxicillin/Clavulanic acid', 'ZoneDiameter_mm': 13.0, 'Interpretation': 'R'}, {'Abbreviation': 'FEP', 'Antibiotic': 'Cefepim', 'ZoneDiameter_mm': 19.0, 'Interpretation': 'R'}]"
